hour,,day,,,lat,lng,,,,,,,,weight
4,,monday,,,23.55,91.1264,,,,,,,,0
4,,monday,,,23.55,91.1264,,,,,,,,0
4,,monday,,,23.55,91.1264,,,,,,,,0
7,,wednesday,,,21.7861,92.0778,,,,,,,,3.3
8,,saturday,,,21.7861,92.0778,,,,,,,,8.2
9,,monday,,,21.7861,92.0778,,,,,,,,5.7
12,,monday,,,21.7861,92.0778,,,,,,,,0
11,,sunday,,,21.7861,92.0778,,,,,,,,1.5
6,,sunday,,,21.7861,92.0778,,,,,,,,12.9
7,,thursday,,,21.7861,92.0778,,,,,,,,47.2
7,,friday,,,21.7861,92.0778,,,,,,,,6.6
9,,monday,,,21.7861,92.0778,,,,,,,,5.7
3,,monday,,,21.7861,92.0778,,,,,,,,0.2
7,,friday,,,21.7861,92.0778,,,,,,,,6.6
7,,friday,,,21.7861,92.0778,,,,,,,,6.6
7,,friday,,,23.591766,89.976222,,,,,,,,6.3
8,,wednesday,,,24.225,89.2917,,,,,,,,9.1
12,,wednesday,,,24.225,89.2917,,,,,,,,0
12,,wednesday,,,24.225,89.2917,,,,,,,,0
2,,saturday,,,24.225,89.2917,,,,,,,,0
7,,tuesday,,,24.225,89.2917,,,,,,,,18.6
5,,wednesday,,,23.0361,91.5194,,,,,,,,9.1
4,,wednesday,,,25.0417,91.675,,,,,,,,5
9,,saturday,,,25.6625,88.7833,,,,,,,,2.2
7,,wednesday,,,25.6625,88.7833,,,,,,,,26.9
8,,sunday,,,23.180315,89.1608575,,,,,,,,28.7
8,,sunday,,,23.180315,89.1608575,,,,,,,,28.7
8,,saturday,,,23.180315,89.1608575,,,,,,,,25.9
2,,friday,,,23.180315,89.1608575,,,,,,,,0
12,,sunday,,,23.180315,89.1608575,,,,,,,,0
5,,monday,,,23.180315,89.1608575,,,,,,,,10.9
5,,saturday,,,23.180315,89.1608575,,,,,,,,2.5
5,,saturday,,,24.2083,91.5222,,,,,,,,30.5
10,,monday,,,24.2083,91.5222,,,,,,,,1.7
10,,monday,,,24.2083,91.5222,,,,,,,,1.7
1,,thursday,,,24.2083,91.5222,,,,,,,,0
4,,thursday,,,24.2083,91.5222,,,,,,,,14.1
1,,thursday,,,24.2083,91.5222,,,,,,,,0
9,,monday,,,24.2083,91.5222,,,,,,,,10.7
9,,monday,,,24.2083,91.5222,,,,,,,,10.7
5,,tuesday,,,24.2083,91.5222,,,,,,,,1
2,,saturday,,,24.2083,91.5222,,,,,,,,0
3,,monday,,,24.2083,91.5222,,,,,,,,0
6,,wednesday,,,23.459349,91.18264,,,,,,,,1.1
3,,sunday,,,22.875,91.2833,,,,,,,,0
4,,saturday,,,21.7861,92.0778,,,,,,,,0.1
4,,thursday,,,22.9375,91.3042,,,,,,,,0.4
11,,thursday,,,22.9375,91.3042,,,,,,,,0
7,,tuesday,,,22.9375,91.3042,,,,,,,,2
5,,sunday,,,22.9375,91.3042,,,,,,,,20.1
4,,monday,,,24.9,91.86667,,,,,,,,2.6
4,,tuesday,,,22.2833,90.5903,,,,,,,,0
4,,monday,,,22.2833,90.5903,,,,,,,,1.5
4,,monday,,,22.2833,90.5903,,,,,,,,1.5
4,,tuesday,,,22.2833,90.5903,,,,,,,,0
4,,tuesday,,,22.2833,90.5903,,,,,,,,0
4,,tuesday,,,22.2833,90.5903,,,,,,,,0
6,,tuesday,,,22.2833,90.5903,,,,,,,,24
9,,friday,,,23.5333,90.7167,,,,,,,,18.7
6,,tuesday,,,26.158752,88.718945,,,,,,,,4.5
6,,monday,,,26.158752,88.718945,,,,,,,,15.2
2,,monday,,,26.158752,88.718945,,,,,,,,0
4,,wednesday,,,26.158752,88.718945,,,,,,,,0
6,,monday,,,24.1417,89.9667,,,,,,,,0.2
1,,sunday,,,25.1417,89.7833,,,,,,,,0
10,,wednesday,,,24.75,90.4167,,,,,,,,0.2
7,,thursday,,,24.075,90.2167,,,,,,,,8.3
10,,saturday,,,24.689813,89.950603,,,,,,,,0
4,,friday,,,24.689813,89.950603,,,,,,,,16.2
8,,sunday,,,24.9,91.0167,,,,,,,,7.8
8,,sunday,,,24.9,91.0167,,,,,,,,7.8
12,,saturday,,,24.6833,89.5375,,,,,,,,0
4,,sunday,,,24.6833,89.5375,,,,,,,,5.9
3,,friday,,,24.6833,89.5375,,,,,,,,0
7,,saturday,,,23.2583,92.0583,,,,,,,,23
7,,saturday,,,23.2583,92.0583,,,,,,,,23
7,,wednesday,,,23.2583,92.0583,,,,,,,,27.9
7,,wednesday,,,23.2583,92.0583,,,,,,,,27.9
3,,monday,,,23.2583,92.0583,,,,,,,,0
1,,saturday,,,26.1278,88.925,,,,,,,,0
8,,saturday,,,26.1278,88.925,,,,,,,,0
11,,wednesday,,,26.1278,88.925,,,,,,,,0
12,,monday,,,26.1278,88.925,,,,,,,,0.5
10,,sunday,,,26.1,88.8361,,,,,,,,0
5,,thursday,,,25.05,91.5667,,,,,,,,6
1,,friday,,,22.442809,90.414608,,,,,,,,0
12,,friday,,,25.09,90.7,,,,,,,,0
4,,thursday,,,22.76889,89.70139,,,,,,,,0.8
7,,sunday,,,23.125,90.7486,,,,,,,,14.9
10,,wednesday,,,23.125,90.7486,,,,,,,,0
2,,friday,,,23.125,90.7486,,,,,,,,0
11,,wednesday,,,23.605717,89.841728,,,,,,,,0
4,,thursday,,,23.605717,89.841728,,,,,,,,10.2
3,,sunday,,,23.605717,89.841728,,,,,,,,0
5,,thursday,,,24.6333,90.2667,,,,,,,,12.3
9,,tuesday,,,24.6333,90.2667,,,,,,,,10.8
8,,monday,,,24.4167,90.55,,,,,,,,4
8,,tuesday,,,24.4167,90.55,,,,,,,,3.7
4,,thursday,,,24.4167,90.55,,,,,,,,0.6
4,,thursday,,,24.4167,90.55,,,,,,,,1
10,,sunday,,,24.4167,90.55,,,,,,,,0
4,,thursday,,,24.4167,90.55,,,,,,,,0.6
4,,sunday,,,24.4167,90.55,,,,,,,,2.7
8,,tuesday,,,25.333317,89.520761,,,,,,,,37.1
8,,friday,,,25.333317,89.520761,,,,,,,,13.5
8,,thursday,,,25.333317,89.520761,,,,,,,,32.2
10,,wednesday,,,22.1639,90.4306,,,,,,,,2.8
5,,wednesday,,,22.1639,90.4306,,,,,,,,3.8
5,,thursday,,,25.85,89.2167,,,,,,,,7.7
11,,monday,,,25.85,89.2167,,,,,,,,0
5,,thursday,,,25.85,89.2167,,,,,,,,1.6
10,,wednesday,,,23.81667,88.755,,,,,,,,13.3
7,,tuesday,,,24.46667,89.96667,,,,,,,,16.4
9,,sunday,,,24.46667,89.96667,,,,,,,,0.3
9,,thursday,,,25.2458,89.2167,,,,,,,,0.9
9,,sunday,,,22.638229,88.415531,,,,,,,,0
7,,tuesday,,,25.1333,89.3917,,,,,,,,30.3
8,,monday,,,25.1333,89.3917,,,,,,,,3.4
11,,wednesday,,,24.4667,88.3306,,,,,,,,0
6,,wednesday,,,24.4667,88.3306,,,,,,,,27.6
11,,wednesday,,,24.4667,88.3306,,,,,,,,0
11,,saturday,,,24.8583,92.0208,,,,,,,,0
11,,friday,,,23.07667,90.43167,,,,,,,,0
1,,tuesday,,,24.75833,90.575,,,,,,,,0
1,,friday,,,24.75833,90.575,,,,,,,,0
9,,tuesday,,,24.75833,90.575,,,,,,,,29.6
9,,monday,,,24.75833,90.575,,,,,,,,27.7
6,,wednesday,,,24.75833,90.575,,,,,,,,9.4
2,,thursday,,,22.9736,90.2306,,,,,,,,0
3,,wednesday,,,22.9736,90.2306,,,,,,,,0.7
2,,wednesday,,,25.2833,89.0167,,,,,,,,0
6,,saturday,,,25.125,90.35,,,,,,,,7
2,,saturday,,,23.6417,89.05,,,,,,,,0
3,,friday,,,23.6417,89.05,,,,,,,,0
6,,friday,,,23.6417,89.05,,,,,,,,18.8
5,,thursday,,,25.8083,88.1417,,,,,,,,0.7
6,,friday,,,23.7333,89.9667,,,,,,,,0.7
5,,wednesday,,,26.1125,89.1333,,,,,,,,9.4
3,,friday,,,26.1125,89.1333,,,,,,,,1.9
2,,wednesday,,,26.1125,89.1333,,,,,,,,0
11,,sunday,,,24.15,89.0667,,,,,,,,17.8
11,,monday,,,24.15,89.0667,,,,,,,,0.2
11,,saturday,,,24.15,89.0667,,,,,,,,28.3
2,,monday,,,24.15,89.0667,,,,,,,,0
8,,friday,,,25.0833,89.7917,,,,,,,,6.3
8,,thursday,,,25.0833,89.7917,,,,,,,,7.1
3,,friday,,,25.0833,89.7917,,,,,,,,0
4,,friday,,,24.6833,90.625,,,,,,,,0.4
12,,saturday,,,24.6833,90.625,,,,,,,,0
8,,friday,,,24.6833,90.625,,,,,,,,46.7
12,,friday,,,24.6833,90.625,,,,,,,,0
12,,tuesday,,,24.7667,91.5431,,,,,,,,0
9,,monday,,,26.0167,89.025,,,,,,,,4.7
8,,saturday,,,26.0167,89.025,,,,,,,,15.7
9,,monday,,,26.0167,89.025,,,,,,,,4.7
11,,tuesday,,,24.9167,89.9583,,,,,,,,0
8,,tuesday,,,23.180315,89.1608575,,,,,,,,68.8
2,,tuesday,,,23.180315,89.1608575,,,,,,,,15.3
4,,saturday,,,23.180315,89.1608575,,,,,,,,4.3
4,,wednesday,,,23.180315,89.1608575,,,,,,,,1.6
11,,thursday,,,23.180315,89.1608575,,,,,,,,0
4,,sunday,,,23.180315,89.1608575,,,,,,,,8.4
3,,saturday,,,23.180315,89.1608575,,,,,,,,10.1
2,,wednesday,,,23.1,89.1333,,,,,,,,0
1,,tuesday,,,23.1,89.1333,,,,,,,,0.6
9,,thursday,,,23.1,89.1333,,,,,,,,7.1
1,,monday,,,23.1,89.1333,,,,,,,,0
1,,wednesday,,,23.1,89.1333,,,,,,,,0
2,,sunday,,,23.1,89.1333,,,,,,,,0
8,,thursday,,,25.1,89.03333,,,,,,,,3.5
1,,tuesday,,,24.58006,92.16467,,,,,,,,0
1,,saturday,,,22.8333,91.2,,,,,,,,0
2,,thursday,,,23.35,90.8917,,,,,,,,0
2,,tuesday,,,25.7917,88.6,,,,,,,,0.7
5,,tuesday,,,25.7917,88.6,,,,,,,,5.5
6,,thursday,,,25.7917,88.6,,,,,,,,15.7
12,,saturday,,,25.0583,89.1833,,,,,,,,0
12,,saturday,,,25.0583,89.1833,,,,,,,,0
10,,friday,,,25.0583,89.1833,,,,,,,,7.8
4,,saturday,,,25.0583,89.1833,,,,,,,,2.5
12,,friday,,,25.0583,89.1833,,,,,,,,0
4,,tuesday,,,21.9861,90.2422,,,,,,,,0
4,,monday,,,21.9861,90.2422,,,,,,,,0.1
11,,tuesday,,,21.9861,90.2422,,,,,,,,0
4,,tuesday,,,21.9861,90.2422,,,,,,,,0
4,,monday,,,21.9861,90.2422,,,,,,,,1.5
4,,wednesday,,,21.9861,90.2422,,,,,,,,0
8,,friday,,,21.9861,90.2422,,,,,,,,6.9
8,,thursday,,,21.9861,90.2422,,,,,,,,4.6
6,,monday,,,23.925,90.5667,,,,,,,,14.5
4,,monday,,,23.925,90.5667,,,,,,,,20.9
4,,monday,,,23.925,90.5667,,,,,,,,20.9
2,,wednesday,,,23.4139,89.1333,,,,,,,,0
4,,friday,,,23.4139,89.1333,,,,,,,,4.2
3,,tuesday,,,24.3833,90.0083,,,,,,,,0.5
5,,monday,,,24.3833,90.0083,,,,,,,,1.6
3,,wednesday,,,24.3833,90.0083,,,,,,,,0
4,,sunday,,,24.3833,90.0083,,,,,,,,0
9,,thursday,,,24.3833,90.0083,,,,,,,,2.6
3,,thursday,,,23.0667,90.2417,,,,,,,,0.2
5,,friday,,,23.0667,90.2417,,,,,,,,2.8
5,,friday,,,25.0833,90.8917,,,,,,,,0.1
2,,saturday,,,25.0833,90.8917,,,,,,,,0
11,,friday,,,22.73,90.88,,,,,,,,4.2
12,,wednesday,,,24.3667,91.8667,,,,,,,,0
2,,sunday,,,24.3667,91.8667,,,,,,,,0
12,,friday,,,24.3667,91.8667,,,,,,,,0
11,,monday,,,24.3667,91.8667,,,,,,,,2.7
6,,wednesday,,,24.3667,91.8667,,,,,,,,52.9
12,,sunday,,,24.3667,91.8667,,,,,,,,0
1,,thursday,,,24.3667,91.8667,,,,,,,,0
2,,friday,,,24.3667,91.8667,,,,,,,,0
10,,friday,,,24.1,90.57,,,,,,,,0
6,,friday,,,24.1,90.57,,,,,,,,11.5
10,,thursday,,,24.1,90.57,,,,,,,,0.1
6,,sunday,,,24.1,90.57,,,,,,,,5.4
2,,saturday,,,22.5,92.2167,,,,,,,,0
6,,tuesday,,,23.759377,91.143823,,,,,,,,1.8
6,,monday,,,23.759377,91.143823,,,,,,,,0.3
12,,wednesday,,,25.7708,89.4167,,,,,,,,0
3,,sunday,,,22.62,90.07,,,,,,,,0.6
5,,saturday,,,22.5333,92.0167,,,,,,,,7.5
8,,sunday,,,22.62,90.07,,,,,,,,2.8
3,,thursday,,,22.62,90.07,,,,,,,,0
12,,friday,,,22.870267,89.237263,,,,,,,,0
7,,tuesday,,,22.870267,89.237263,,,,,,,,0.2
6,,friday,,,22.870267,89.237263,,,,,,,,16.4
12,,wednesday,,,22.870267,89.237263,,,,,,,,0
6,,thursday,,,23.0417,91.9944,,,,,,,,11.8
11,,monday,,,24.7,91.125,,,,,,,,0
11,,friday,,,24.7,91.125,,,,,,,,0
11,,friday,,,24.7,91.125,,,,,,,,0
12,,sunday,,,25.9278,88.7333,,,,,,,,0
7,,thursday,,,23.8,89.2833,,,,,,,,36.1
7,,thursday,,,23.8,89.2833,,,,,,,,36.1
6,,wednesday,,,23.8,89.2833,,,,,,,,1.1
7,,tuesday,,,23.8,89.2833,,,,,,,,8.7
9,,monday,,,23.8,89.2833,,,,,,,,48.2
8,,saturday,,,25.9111,89.025,,,,,,,,52.8
2,,sunday,,,25.9111,89.025,,,,,,,,0.1
1,,thursday,,,22.9833,89.9917,,,,,,,,0
8,,tuesday,,,22.9833,89.9917,,,,,,,,9.6
8,,tuesday,,,22.9833,89.9917,,,,,,,,9.6
5,,saturday,,,23.4,89.0167,,,,,,,,0.2
6,,thursday,,,24.489182,92.024555,,,,,,,,2.3
7,,wednesday,,,24.489182,92.024555,,,,,,,,19.9
4,,monday,,,24.489182,92.024555,,,,,,,,0.5
10,,saturday,,,24.489182,92.024555,,,,,,,,15.2
4,,monday,,,24.489182,92.024555,,,,,,,,0.5
2,,saturday,,,24.489182,92.024555,,,,,,,,0
5,,tuesday,,,24.489182,92.024555,,,,,,,,17.4
4,,monday,,,24.489182,92.024555,,,,,,,,0.5
10,,thursday,,,24.489182,92.024555,,,,,,,,7.7
4,,monday,,,24.489182,92.024555,,,,,,,,0.5
8,,tuesday,,,24.489182,92.024555,,,,,,,,0
4,,thursday,,,24.489182,92.024555,,,,,,,,0.8
2,,sunday,,,24.489182,92.024555,,,,,,,,0
7,,wednesday,,,24.489182,92.024555,,,,,,,,8.3
12,,saturday,,,23.8542,89.2417,,,,,,,,0
7,,wednesday,,,25.915,89.45,,,,,,,,8.4
9,,sunday,,,25.915,89.45,,,,,,,,22.5
4,,wednesday,,,21.775,92.2,,,,,,,,0
5,,monday,,,21.775,92.2,,,,,,,,0.2
8,,friday,,,21.775,92.2,,,,,,,,1.9
8,,tuesday,,,21.775,92.2,,,,,,,,19.1
8,,saturday,,,22.95,92.15,,,,,,,,6.7
7,,sunday,,,24.1028,91.2917,,,,,,,,6.4
1,,friday,,,24.1028,91.2917,,,,,,,,0
2,,tuesday,,,24.1028,91.2917,,,,,,,,0
1,,tuesday,,,24.1028,91.2917,,,,,,,,0
5,,sunday,,,24.1028,91.2917,,,,,,,,34.3
12,,tuesday,,,24.1028,91.2917,,,,,,,,0
1,,tuesday,,,24.1028,91.2917,,,,,,,,0
8,,thursday,,,23.5417,89.6306,,,,,,,,20.4
6,,saturday,,,23.5417,89.6306,,,,,,,,12.2
11,,monday,,,24.61667,90.01806,,,,,,,,0
5,,friday,,,24.61667,90.01806,,,,,,,,0
8,,thursday,,,24.61667,90.01806,,,,,,,,0.3
8,,wednesday,,,24.61667,90.01806,,,,,,,,11.2
5,,friday,,,24.61667,90.01806,,,,,,,,27.7
10,,tuesday,,,24.61667,90.01806,,,,,,,,15.2
8,,friday,,,24.61667,90.01806,,,,,,,,1.7
8,,thursday,,,24.61667,90.01806,,,,,,,,0.3
5,,monday,,,24.61667,90.01806,,,,,,,,1.1
2,,sunday,,,23.0167,89.2333,,,,,,,,0
11,,monday,,,23.0167,89.2333,,,,,,,,0.8
12,,friday,,,23.0167,89.2333,,,,,,,,0
7,,monday,,,23.0167,89.2333,,,,,,,,3.6
10,,tuesday,,,23.0167,89.2333,,,,,,,,2.8
1,,sunday,,,23.0167,89.2333,,,,,,,,0
3,,monday,,,23.0167,89.2333,,,,,,,,0
10,,friday,,,23.0167,89.2333,,,,,,,,104.8
7,,sunday,,,23.0167,89.2333,,,,,,,,11.6
10,,thursday,,,23.0167,89.2333,,,,,,,,0.2
4,,sunday,,,23.0167,89.2333,,,,,,,,0.2
11,,monday,,,23.0167,89.2333,,,,,,,,0.1
9,,wednesday,,,23.0167,89.2333,,,,,,,,17.1
11,,wednesday,,,23.0167,89.2333,,,,,,,,0
9,,thursday,,,23.0167,89.2333,,,,,,,,10.2
2,,tuesday,,,22.2869,89.9667,,,,,,,,0.4
10,,thursday,,,22.2869,89.9667,,,,,,,,0.6
9,,sunday,,,22.2869,89.9667,,,,,,,,0.8
12,,sunday,,,22.2869,89.9667,,,,,,,,0
8,,thursday,,,22.2869,89.9667,,,,,,,,4.7
5,,thursday,,,22.2869,89.9667,,,,,,,,0.7
2,,tuesday,,,22.2869,89.9667,,,,,,,,0.4
5,,thursday,,,22.2869,89.9667,,,,,,,,3.3
6,,monday,,,22.8319,90.5333,,,,,,,,4.2
4,,wednesday,,,24.9667,89.8333,,,,,,,,6
11,,tuesday,,,24.9667,89.8333,,,,,,,,0.9
4,,thursday,,,24.9667,89.8333,,,,,,,,5.1
8,,friday,,,23.9333,89,,,,,,,,2.1
5,,monday,,,22.3625,90.2417,,,,,,,,0.3
4,,friday,,,24.1083,90.0917,,,,,,,,8
6,,monday,,,25.5417,89.2833,,,,,,,,1.6
8,,friday,,,25.5417,89.2833,,,,,,,,4.9
12,,tuesday,,,25.5417,89.2833,,,,,,,,0
7,,thursday,,,21.55,91.95,,,,,,,,47.2
7,,thursday,,,21.55,91.95,,,,,,,,47.2
7,,tuesday,,,21.55,91.95,,,,,,,,39.7
8,,wednesday,,,23.35,88.9125,,,,,,,,16.9
12,,thursday,,,23.35,88.9125,,,,,,,,0
10,,sunday,,,22.8887,89.771842,,,,,,,,1.4
10,,tuesday,,,22.8887,89.771842,,,,,,,,3
7,,saturday,,,22.4833,89.6083,,,,,,,,18.4
10,,wednesday,,,22.2986,90.9792,,,,,,,,4
10,,saturday,,,22.2986,90.9792,,,,,,,,37.7
7,,tuesday,,,22.45,89.8583,,,,,,,,20.4
11,,friday,,,22.45,89.8583,,,,,,,,1.2
1,,wednesday,,,22.45,89.8583,,,,,,,,0
7,,friday,,,24.7583,90.2667,,,,,,,,2.3
4,,monday,,,24.7583,90.2667,,,,,,,,18.9
11,,thursday,,,24.7583,90.2667,,,,,,,,0
8,,sunday,,,24.75,90.4167,,,,,,,,3.2
3,,friday,,,25.7583,89.2333,,,,,,,,0
4,,thursday,,,25.8542,88.3667,,,,,,,,0
12,,monday,,,25.6333,88.65,,,,,,,,0
12,,monday,,,25.6333,88.65,,,,,,,,0
12,,monday,,,23.6,90.5,,,,,,,,0
12,,sunday,,,23.605717,89.841728,,,,,,,,0
5,,wednesday,,,24.3167,90.9333,,,,,,,,21
3,,monday,,,24.375,91.4167,,,,,,,,0
3,,sunday,,,22.7,90.3667,,,,,,,,0.8
3,,wednesday,,,25.8167,89.65,,,,,,,,0
3,,saturday,,,25.9417,88.8444,,,,,,,,0
6,,thursday,,,26.0208,88.4667,,,,,,,,4.7
11,,saturday,,,22.7167,89.075,,,,,,,,0
11,,friday,,,24.9167,89.9583,,,,,,,,0
9,,friday,,,24.25,89.9167,,,,,,,,1.2
11,,saturday,,,23.996158,90.419726,,,,,,,,0
8,,tuesday,,,24.75,90.4167,,,,,,,,9
8,,tuesday,,,24.75,90.4167,,,,,,,,9
8,,wednesday,,,26.3347,88.5583,,,,,,,,38.4
5,,saturday,,,24.9167,89.9583,,,,,,,,50.5
5,,wednesday,,,23.605717,89.841728,,,,,,,,8.1
7,,saturday,,,23.6,90.5,,,,,,,,5.4
7,,tuesday,,,25.915,89.45,,,,,,,,0.5
7,,monday,,,24.888242,91.868519,,,,,,,,8.8
7,,thursday,,,25.7583,89.2333,,,,,,,,8.3
6,,tuesday,,,22.5778,89.99,,,,,,,,38.3
2,,saturday,,,23.180315,89.1608575,,,,,,,,0
10,,sunday,,,22.5778,89.99,,,,,,,,1.2
10,,thursday,,,25.1,89.03333,,,,,,,,0
10,,sunday,,,25.9417,88.8444,,,,,,,,0.3
10,,monday,,,23.180315,89.1608575,,,,,,,,0.3
11,,saturday,,,23.996158,90.419726,,,,,,,,0.1
1,,friday,,,24.75,90.4167,,,,,,,,0
7,,friday,,,24.8417,89.375,,,,,,,,1.8
11,,wednesday,,,23.605717,89.841728,,,,,,,,0
11,,wednesday,,,26.0208,88.4667,,,,,,,,0
7,,sunday,,,24.888242,91.868519,,,,,,,,5.5
7,,tuesday,,,23.9,89.1333,,,,,,,,4.7
8,,friday,,,25.915,89.45,,,,,,,,4.9
8,,monday,,,24.6333,90.2667,,,,,,,,0
9,,thursday,,,23.85,90.0111,,,,,,,,26.6
8,,friday,,,24.61667,90.01806,,,,,,,,1.7
2,,monday,,,24.020189,90.74723,,,,,,,,0
3,,monday,,,24.9167,89.9583,,,,,,,,5
8,,tuesday,,,23.6,90.5,,,,,,,,3.7
8,,tuesday,,,24.7667,91.5431,,,,,,,,9
8,,saturday,,,23.0667,90.2417,,,,,,,,1.2
7,,monday,,,24.8417,89.375,,,,,,,,0.2
7,,tuesday,,,24.8417,89.375,,,,,,,,0.1
8,,sunday,,,22.5778,89.99,,,,,,,,18
9,,monday,,,23.85,90.01,,,,,,,,21
8,,wednesday,,,26.0208,88.4667,,,,,,,,18.2
8,,tuesday,,,22.3542,90.3181,,,,,,,,12.8
3,,monday,,,23.180315,89.1608575,,,,,,,,0
1,,sunday,,,22.7,90.3667,,,,,,,,0
3,,tuesday,,,24.875,89.17,,,,,,,,0
3,,wednesday,,,23.996158,90.419726,,,,,,,,0.8
3,,thursday,,,22.66667,89.8,,,,,,,,0.5
8,,wednesday,,,25.915,89.45,,,,,,,,9
6,,saturday,,,22.3542,90.3181,,,,,,,,7.9
1,,sunday,,,24.005,89.25,,,,,,,,0
8,,wednesday,,,22.3542,90.3181,,,,,,,,0.3
8,,wednesday,,,24.375,91.4167,,,,,,,,21.4
8,,friday,,,24.2167,90.05,,,,,,,,0.8
2,,saturday,,,23.180315,89.1608575,,,,,,,,0
6,,thursday,,,23.6417,88.8583,,,,,,,,5.8
6,,monday,,,22.8256,91.1014,,,,,,,,1.3
6,,thursday,,,25.333317,89.520761,,,,,,,,17.6
5,,thursday,,,24.9167,89.9583,,,,,,,,12.3
5,,sunday,,,23.996158,90.419726,,,,,,,,4.7
5,,sunday,,,23.9,89.1333,,,,,,,,22.2
4,,thursday,,,24.075,90.2167,,,,,,,,0.6
8,,sunday,,,23.996158,90.419726,,,,,,,,4.8
9,,sunday,,,25.9417,88.8444,,,,,,,,24.6
8,,thursday,,,23.1667,90.2083,,,,,,,,11.6
8,,tuesday,,,24.2,90.4667,,,,,,,,3.5
4,,thursday,,,24.9167,89.9583,,,,,,,,5.3
4,,thursday,,,24.46667,89.96667,,,,,,,,0.8
4,,tuesday,,,24.8917,89.75,,,,,,,,1
5,,thursday,,,23.85,90.0111,,,,,,,,0
5,,sunday,,,24.4139,88.93,,,,,,,,4.1
5,,wednesday,,,24.75,90.4167,,,,,,,,4.5
5,,thursday,,,25.9417,88.8444,,,,,,,,4.6
5,,tuesday,,,22.6431,90.2,,,,,,,,1.1
5,,friday,,,26.0208,88.4667,,,,,,,,19.5
6,,thursday,,,25.06667,91.4,,,,,,,,0.6
6,,friday,,,23.755,89.65,,,,,,,,2.1
6,,saturday,,,22.2333,92.1917,,,,,,,,11.5
4,,tuesday,,,25.333317,89.520761,,,,,,,,0.4
7,,friday,,,23.180315,89.1608575,,,,,,,,32.8
8,,friday,,,26.0208,88.4667,,,,,,,,8.3
5,,saturday,,,24.9389,88.2028,,,,,,,,16.6
8,,wednesday,,,22.66667,89.8,,,,,,,,13.5
6,,friday,,,23.9,89.1333,,,,,,,,33.6
3,,saturday,,,23.180315,89.1608575,,,,,,,,0.6
5,,saturday,,,25.4153,89.3167,,,,,,,,19.9
5,,thursday,,,23.996158,90.419726,,,,,,,,2.7
5,,thursday,,,22.5778,89.99,,,,,,,,1.5
11,,friday,,,23.996158,90.419726,,,,,,,,0
4,,thursday,,,23.180315,89.1608575,,,,,,,,0.2
2,,friday,,,23.20833,90.35,,,,,,,,0
2,,saturday,,,23.5417,89.1833,,,,,,,,0
11,,monday,,,22.3542,90.3181,,,,,,,,0
9,,monday,,,24.586659,88.275275,,,,,,,,12.5
11,,friday,,,25.51667,88.88333,,,,,,,,0
4,,tuesday,,,23.180315,89.1608575,,,,,,,,3
4,,wednesday,,,24.4583,89.7,,,,,,,,3.2
4,,sunday,,,26.3347,88.5583,,,,,,,,2.8
4,,saturday,,,22.95,90.825,,,,,,,,1.2
4,,wednesday,,,24.375,91.4167,,,,,,,,25.1
4,,saturday,,,23.0744,88.8667,,,,,,,,0
12,,thursday,,,22.8256,91.1014,,,,,,,,0
7,,friday,,,25.333317,89.520761,,,,,,,,3.6
7,,saturday,,,23.6,90.5,,,,,,,,0.1
7,,sunday,,,24.4333,90.7833,,,,,,,,39.7
6,,sunday,,,23.605717,89.841728,,,,,,,,21.9
10,,friday,,,26.0208,88.4667,,,,,,,,4.1
10,,tuesday,,,26.3347,88.5583,,,,,,,,23.8
7,,monday,,,23.6,90.5,,,,,,,,2.6
7,,wednesday,,,25.51667,88.88333,,,,,,,,0.3
7,,tuesday,,,24.4139,88.93,,,,,,,,53.7
7,,tuesday,,,25.8167,89.65,,,,,,,,65.3
7,,saturday,,,24.4139,88.93,,,,,,,,29.1
7,,saturday,,,25.8167,89.65,,,,,,,,30
6,,thursday,,,23.9167,90.725,,,,,,,,17.4
5,,saturday,,,23.9528,91.1167,,,,,,,,9.3
4,,friday,,,24.25,89.9167,,,,,,,,8
3,,monday,,,26.35,89.01667,,,,,,,,0.1
8,,saturday,,,25.06667,91.4,,,,,,,,6.8
4,,tuesday,,,23.605717,89.841728,,,,,,,,14.4
2,,friday,,,23.180315,89.1608575,,,,,,,,0
4,,tuesday,,,24.020189,90.74723,,,,,,,,29.8
3,,sunday,,,23.0744,88.8667,,,,,,,,3
7,,friday,,,23.6,90.5,,,,,,,,1.5
3,,tuesday,,,22.95,90.825,,,,,,,,26.6
7,,saturday,,,22.6903,90.6525,,,,,,,,29
7,,monday,,,22.6903,90.6525,,,,,,,,20.5
10,,saturday,,,23.996158,90.419726,,,,,,,,8.7
9,,monday,,,23.0417,91.9944,,,,,,,,8.8
1,,tuesday,,,25.915,89.45,,,,,,,,0
8,,thursday,,,24.005,89.25,,,,,,,,0
8,,saturday,,,23.6,90.5,,,,,,,,2.4
7,,monday,,,22.66667,89.8,,,,,,,,18.4
7,,saturday,,,22.66667,89.8,,,,,,,,30.5
12,,saturday,,,23.605717,89.841728,,,,,,,,0
3,,sunday,,,23.180315,89.1608575,,,,,,,,0
2,,monday,,,23.6,90.5,,,,,,,,0.1
1,,saturday,,,23.6,90.5,,,,,,,,0
10,,tuesday,,,26.0208,88.4667,,,,,,,,15.4
12,,thursday,,,25.7583,89.2333,,,,,,,,0
