id,incident_month,incident_week,day,weekend,part_of_the_day,hour,,lat,long,incident_place,incident_district,incident_division,max_temp,avg_temp,min_temp,weather_code,,humidity,visibility,,,season,crime,weight
5409,1,2,tuesday,0,afternoon,16 - 17:59,,24.73092,88.41722,nachol,chapainawabganj,rajshahi,25,20,14,113,,51,10,,,winter,bodyfound,9
5410,1,5,wednesday,0,night,20 - 5:59,,24.73092,88.41722,nachol,chapainawabganj,rajshahi,28,23,17,113,,40,10,,,winter,bodyfound,9
5411,8,31,wednesday,0,evening,18 - 19:59,,23.4153,89.8917,nagarkanda,faridpur,dhaka,35,32,27,353,,73,10,,,rainy,bodyfound,9
5412,7,27,wednesday,0,morning,6 - 11:59,,23.4153,89.8917,nagarkanda,faridpur,dhaka,34,32,27,356,,77,9,,,rainy,bodyfound,9
5413,4,14,wednesday,0,morning,6 - 11:59,,23.4153,89.8917,nagarkanda,faridpur,dhaka,29,28,25,353,,78,10,,,hot,bodyfound,9
5414,3,10,sunday,0,morning,6 - 11:59,,24.05,89.86806,nagarpur,tangail,dhaka,34,31,26,116,,31,10,,,hot,bodyfound,9
5415,8,31,sunday,0,morning,6 - 11:59,,24.05,89.86806,nagarpur,tangail,dhaka,34,32,28,356,,73,9,,,rainy,bodyfound,9
5416,9,39,thursday,0,morning,6 - 11:59,,25.9792,89.7083,nageshwari,kurigram,rangpur,29,27,24,353,,83,10,,,rainy,bodyfound,9
5417,2,6,saturday,1,noon,12 - 15:59,,21.4167,92.1833,naikhongchhari,bandarban,chattogram,29,26,21,113,,75,10,,,winter,bodyfound,9
5418,8,33,wednesday,0,morning,6 - 11:59,,22.6222,90.2708,nalchity,jhalakathi,barisal,34,32,28,353,,73,10,,,rainy,bodyfound,9
5419,5,21,thursday,0,evening,18 - 19:59,,25.08333,90.18528,nalitabari,sherpur,mymensingh,32,29,24,356,,82,8,,,hot,bodyfound,9
5420,8,32,friday,1,morning,6 - 11:59,,25.08333,90.18528,nalitabari,sherpur,mymensingh,33,31,27,386,,81,9,,,rainy,bodyfound,9
5421,8,33,wednesday,0,morning,6 - 11:59,,24.5667,90.6833,nandail,mymensingh,mymensingh,34,31,27,386,,78,9,,,rainy,bodyfound,9
5422,7,27,friday,1,morning,6 - 11:59,,24.5667,90.6833,nandail,mymensingh,mymensingh,34,31,26,359,,80,7,,,rainy,bodyfound,9
5423,8,32,tuesday,0,afternoon,16 - 17:59,,23.16667,91.2,nangalkot,comilla,chattogram,33,29,26,386,,81,9,,,rainy,bodyfound,9
5424,12,52,sunday,0,afternoon,16 - 17:59,,23.175,89.505,narail sadar,narail,khulna,25,20,14,113,,26,10,,,winter,bodyfound,9
5425,10,43,saturday,1,night,20 - 5:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,33,28,22,113,,72,10,,,rainy,bodyfound,9
5426,4,13,saturday,1,evening,18 - 19:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,33,29,24,356,,68,10,,,hot,bodyfound,9
5427,1,4,sunday,0,morning,6 - 11:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,29,26,23,116,,42,10,,,winter,bodyfound,9
5428,1,4,friday,1,noon,12 - 15:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,28,24,17,116,,51,10,,,winter,bodyfound,9
5429,12,51,friday,1,afternoon,16 - 17:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,27,23,18,113,,51,10,,,winter,bodyfound,9
5430,5,19,friday,1,noon,12 - 15:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,35,33,29,386,,70,9,,,hot,bodyfound,9
5431,12,52,monday,0,night,20 - 5:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,30,25,20,116,,60,10,,,winter,bodyfound,9
5432,5,20,thursday,0,morning,6 - 11:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,39,34,29,200,,64,10,,,hot,bodyfound,9
5433,7,28,sunday,0,morning,6 - 11:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,35,32,28,200,,73,9,,,rainy,bodyfound,9
5434,3,10,friday,1,night,20 - 5:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,35,31,23,113,,33,10,,,hot,bodyfound,9
5435,12,51,sunday,0,noon,12 - 15:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,30,27,23,113,,58,10,,,winter,bodyfound,9
5436,12,50,friday,1,night,20 - 5:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,29,25,19,113,,51,10,,,winter,bodyfound,9
5437,5,22,thursday,0,night,20 - 5:59,,23.9167,90.725,narsingdi sadar,narsingdi,dhaka,34,31,28,356,,79,9,,,hot,bodyfound,9
5438,1,1,tuesday,0,night,20 - 5:59,,24.207,91.2097,nasirnagar,brahmanbaria,chattogram,26,22,15,113,,53,10,,,winter,bodyfound,9
5439,1,1,tuesday,0,night,20 - 5:59,,24.207,91.2097,nasirnagar,brahmanbaria,chattogram,26,22,15,113,,53,10,,,winter,bodyfound,9
5440,12,51,tuesday,0,morning,6 - 11:59,,24.4139,88.93,natore sadar,natore,rajshahi,30,25,20,113,,48,10,,,winter,bodyfound,9
5441,1,3,friday,1,morning,6 - 11:59,,24.4139,88.93,natore sadar,natore,rajshahi,26,21,15,113,,46,10,,,winter,bodyfound,9
5442,7,28,saturday,1,morning,6 - 11:59,,25.4167,89.0833,nawabganj,dinajpur,rangpur,31,29,26,356,,87,10,,,rainy,bodyfound,9
5443,5,20,saturday,1,morning,6 - 11:59,,25.4167,89.0833,nawabganj,dinajpur,rangpur,40,36,28,113,,60,10,,,hot,bodyfound,9
5444,1,1,thursday,0,night,20 - 5:59,,22.7461,89.9678,nazirpur,pirojpur,barisal,29,24,18,113,,46,10,,,winter,bodyfound,9
5445,2,7,tuesday,0,morning,6 - 11:59,,22.7472,90.1036,nesarabad,pirojpur,barisal,32,28,21,113,,37,10,,,winter,bodyfound,9
5446,11,46,tuesday,0,morning,6 - 11:59,,22.7472,90.1036,nesarabad,pirojpur,barisal,29,24,18,113,,75,10,,,winter,bodyfound,9
5447,2,5,thursday,0,morning,6 - 11:59,,24.875,90.7333,netrokona sadar,netrokona,mymensingh,29,23,15,113,,43,10,,,winter,bodyfound,9
5448,10,43,monday,0,morning,6 - 11:59,,24.875,90.7333,netrokona sadar,netrokona,mymensingh,34,30,24,113,,70,10,,,rainy,bodyfound,9
5449,2,8,monday,0,evening,18 - 19:59,,24.875,90.7333,netrokona sadar,netrokona,mymensingh,30,26,20,176,,50,10,,,winter,bodyfound,9
5450,3,10,tuesday,0,morning,6 - 11:59,,25.9417,88.8444,nilphamari sadar,nilphamari,rangpur,32,27,19,116,,40,10,,,hot,bodyfound,9
5451,10,40,monday,0,morning,6 - 11:59,,25.9417,88.8444,nilphamari sadar,nilphamari,rangpur,28,26,26,356,,92,9,,,rainy,bodyfound,9
5452,2,6,wednesday,0,morning,6 - 11:59,,22.8256,91.1014,noakhali sadar,noakhali,chattogram,30,26,20,113,,48,10,,,winter,bodyfound,9
5453,7,28,thursday,0,morning,6 - 11:59,,22.8256,91.1014,noakhali sadar,noakhali,chattogram,32,30,28,386,,78,10,,,rainy,bodyfound,9
5454,10,42,thursday,0,morning,6 - 11:59,,24.98333,90.18333,nokla,sherpur,mymensingh,32,30,27,116,,76,10,,,rainy,bodyfound,9
5455,11,47,thursday,0,night,20 - 5:59,,24.4417,88.6278,paba,rajshahi,rajshahi,32,28,22,113,,55,10,,,winter,bodyfound,9
5456,12,50,saturday,1,noon,12 - 15:59,,24.4417,88.6278,paba,rajshahi,rajshahi,30,25,20,113,,33,10,,,winter,bodyfound,9
5457,4,13,friday,1,morning,6 - 11:59,,24.005,89.25,pabna sadar,pabna,rajshahi,35,30,25,356,,60,9,,,hot,bodyfound,9
5458,5,18,tuesday,0,morning,6 - 11:59,,24.005,89.25,pabna sadar,pabna,rajshahi,37,33,27,353,,57,10,,,hot,bodyfound,9
5459,12,1,wednesday,0,night,20 - 5:59,,24.005,89.25,pabna sadar,pabna,rajshahi,27,22,17,113,,52,10,,,winter,bodyfound,9
5460,7,29,saturday,1,night,20 - 5:59,,24.005,89.25,pabna sadar,pabna,rajshahi,33,31,28,356,,75,9,,,rainy,bodyfound,9
5461,11,48,thursday,0,night,20 - 5:59,,24.005,89.25,pabna sadar,pabna,rajshahi,33,27,22,113,,45,10,,,winter,bodyfound,9
5462,10,42,tuesday,0,afternoon,16 - 17:59,,24.005,89.25,pabna sadar,pabna,rajshahi,32,29,25,359,,82,8,,,rainy,bodyfound,9
5463,12,50,wednesday,0,night,20 - 5:59,,24.005,89.25,pabna sadar,pabna,rajshahi,28,24,20,113,,60,10,,,winter,bodyfound,9
5464,1,5,thursday,0,night,20 - 5:59,,24.005,89.25,pabna sadar,pabna,rajshahi,29,23,16,119,,48,10,,,winter,bodyfound,9
5465,7,29,wednesday,0,morning,6 - 11:59,,24.3333,90.6833,pakundia,kishoreganj,dhaka,36,33,27,386,,75,9,,,rainy,bodyfound,9
5466,3,12,friday,1,morning,6 - 11:59,,24.3333,90.6833,pakundia,kishoreganj,dhaka,38,33,24,113,,33,10,,,hot,bodyfound,9
5467,3,10,monday,0,evening,18 - 19:59,,26.3347,88.5583,panchagarh sadar,panchagarh,rangpur,31,26,16,113,,24,10,,,hot,bodyfound,9
5468,9,38,tuesday,0,afternoon,16 - 17:59,,26.3347,88.5583,panchagarh sadar,panchagarh,rangpur,33,31,26,353,,77,9,,,rainy,bodyfound,9
5469,11,45,tuesday,0,evening,18 - 19:59,,26.3347,88.5583,panchagarh sadar,panchagarh,rangpur,29,25,19,113,,67,10,,,winter,bodyfound,9
5470,2,6,thursday,0,evening,18 - 19:59,,26.3347,88.5583,panchagarh sadar,panchagarh,rangpur,28,24,18,113,,52,10,,,winter,bodyfound,9
5471,7,29,friday,1,night,20 - 5:59,,26.3347,88.5583,panchagarh sadar,panchagarh,rangpur,33,30,26,353,,82,8,,,rainy,bodyfound,9
5472,10,43,tuesday,0,morning,6 - 11:59,,23.29,91.9,panchari,khagrachhari,chattogram,32,29,22,143,,83,8,,,rainy,bodyfound,9
5473,4,15,thursday,0,morning,6 - 11:59,,25.195,89.02,panchbibi,joypurhat,rajshahi,35,32,25,176,,54,9,,,hot,bodyfound,9
5474,7,28,thursday,0,morning,6 - 11:59,,25.195,89.02,panchbibi,joypurhat,rajshahi,34,32,28,386,,75,10,,,rainy,bodyfound,9
5475,7,31,monday,0,night,20 - 5:59,,25.195,89.02,panchbibi,joypurhat,rajshahi,34,32,27,386,,73,10,,,rainy,bodyfound,9
5476,7,27,sunday,0,morning,6 - 11:59,,25.195,89.02,panchbibi,joypurhat,rajshahi,33,31,27,356,,82,10,,,rainy,bodyfound,9
5477,8,32,wednesday,0,morning,6 - 11:59,,25.195,89.02,panchbibi,joypurhat,rajshahi,34,32,28,386,,72,10,,,rainy,bodyfound,9
5478,9,38,thursday,0,morning,6 - 11:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,34,30,25,356,,81,9,,,rainy,bodyfound,9
5479,4,13,friday,1,morning,6 - 11:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,33,27,22,353,,66,10,,,hot,bodyfound,9
5480,4,16,thursday,0,morning,6 - 11:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,29,26,24,356,,86,7,,,hot,bodyfound,9
5481,8,33,friday,1,morning,6 - 11:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,34,31,28,386,,78,8,,,rainy,bodyfound,9
5482,4,14,sunday,0,morning,6 - 11:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,43,36,24,113,,16,10,,,hot,bodyfound,9
5483,11,48,friday,1,night,20 - 5:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,33,29,23,113,,61,10,,,winter,bodyfound,9
5484,1,53,saturday,1,noon,12 - 15:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,29,24,19,113,,51,10,,,winter,bodyfound,9
5485,11,48,tuesday,0,night,20 - 5:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,32,27,22,113,,61,10,,,winter,bodyfound,9
5486,2,5,thursday,0,morning,6 - 11:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,31,24,15,113,,45,10,,,winter,bodyfound,9
5487,3,11,tuesday,0,morning,6 - 11:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,34,30,22,113,,29,10,,,hot,bodyfound,9
5488,8,35,friday,1,morning,6 - 11:59,,25.05,88.7333,patnitala,naogaon,rajshahi,35,34,29,119,,66,10,,,rainy,bodyfound,9
5489,12,51,saturday,1,night,20 - 5:59,,22.3542,90.3181,patuakhali sadar,patuakhali,barisal,29,26,20,113,,66,10,,,winter,bodyfound,9
5490,1,5,tuesday,0,morning,6 - 11:59,,22.3542,90.3181,patuakhali sadar,patuakhali,barisal,31,26,20,113,,47,10,,,winter,bodyfound,9
5491,2,6,friday,1,afternoon,16 - 17:59,,24.95,90.35,phulpur,mymensingh,mymensingh,29,25,17,113,,33,10,,,winter,bodyfound,9
5492,5,22,wednesday,0,night,20 - 5:59,,24.95,90.35,phulpur,mymensingh,mymensingh,33,31,27,356,,81,9,,,hot,bodyfound,9
5493,6,24,thursday,0,morning,6 - 11:59,,25.58,89.4,pirgacha,rangpur,rangpur,33,30,27,299,,80,9,,,rainy,bodyfound,9
5494,6,23,wednesday,0,evening,18 - 19:59,,25.8542,88.3667,pirganj,thakurgaon,rangpur,40,36,29,353,,60,10,,,rainy,bodyfound,9
5495,10,41,sunday,0,morning,6 - 11:59,,25.8542,88.3667,pirganj,thakurgaon,rangpur,35,31,25,113,,72,10,,,rainy,bodyfound,9
5496,3,11,saturday,1,afternoon,16 - 17:59,,25.8542,88.3667,pirganj,thakurgaon,rangpur,34,28,19,176,,33,10,,,hot,bodyfound,9
5497,2,8,tuesday,0,morning,6 - 11:59,,25.4153,89.3167,pirgonj,rangpur,rangpur,32,26,19,113,,38,10,,,winter,bodyfound,9
5498,2,8,monday,0,morning,6 - 11:59,,25.4153,89.3167,pirgonj,rangpur,rangpur,30,25,18,113,,42,10,,,winter,bodyfound,9
5499,10,40,thursday,0,morning,6 - 11:59,,25.4153,89.3167,pirgonj,rangpur,rangpur,34,31,26,176,,78,10,,,rainy,bodyfound,9
5500,2,8,monday,0,morning,6 - 11:59,,25.4153,89.3167,pirgonj,rangpur,rangpur,30,25,18,113,,42,10,,,winter,bodyfound,9
5501,11,45,tuesday,0,noon,12 - 15:59,,25.4153,89.3167,pirgonj,rangpur,rangpur,31,27,22,116,,67,10,,,winter,bodyfound,9
5502,12,49,sunday,0,morning,6 - 11:59,,22.5778,89.99,pirojpur sadar,pirojpur,barisal,30,25,19,113,,51,10,,,winter,bodyfound,9
5503,7,30,monday,0,night,20 - 5:59,,22.5778,89.99,pirojpur sadar,pirojpur,barisal,32,30,28,359,,80,7,,,rainy,bodyfound,9
5504,7,27,tuesday,0,noon,12 - 15:59,,22.5778,89.99,pirojpur sadar,pirojpur,barisal,32,30,28,359,,78,8,,,rainy,bodyfound,9
5505,3,12,thursday,0,night,20 - 5:59,,22.5778,89.99,pirojpur sadar,pirojpur,barisal,39,33,26,113,,41,10,,,hot,bodyfound,9
5506,12,51,thursday,0,morning,6 - 11:59,,22.5778,89.99,pirojpur sadar,pirojpur,barisal,28,24,19,113,,56,10,,,winter,bodyfound,9
5507,1,4,saturday,1,night,20 - 5:59,,22.5778,89.99,pirojpur sadar,pirojpur,barisal,29,26,20,113,,48,10,,,winter,bodyfound,9
5508,7,30,friday,1,morning,6 - 11:59,,22.5778,89.99,pirojpur sadar,pirojpur,barisal,32,30,27,356,,79,9,,,rainy,bodyfound,9
5509,7,29,sunday,0,morning,6 - 11:59,,25.025,88.4833,porsha,naogaon,rajshahi,32,31,27,176,,81,9,,,rainy,bodyfound,9
5510,1,4,saturday,1,noon,12 - 15:59,,25.025,88.4833,porsha,naogaon,rajshahi,26,22,15,122,,52,10,,,winter,bodyfound,9
5511,7,27,tuesday,0,morning,6 - 11:59,,24.375,88.85,puthia,rajshahi,rajshahi,33,31,27,386,,81,8,,,rainy,bodyfound,9
5512,1,3,monday,0,night,20 - 5:59,,22.5667,90.1417,rajapur,jhalakathi,barisal,28,25,20,113,,48,10,,,winter,bodyfound,9
5513,8,31,saturday,1,morning,6 - 11:59,,22.5667,90.1417,rajapur,jhalakathi,barisal,28,27,26,308,,88,7,,,rainy,bodyfound,9
5514,4,17,sunday,0,morning,6 - 11:59,,22.5667,90.1417,rajapur,jhalakathi,barisal,35,32,27,386,,68,10,,,hot,bodyfound,9
5515,4,14,sunday,0,morning,6 - 11:59,,22.5667,90.1417,rajapur,jhalakathi,barisal,35,31,27,386,,68,10,,,hot,bodyfound,9
5516,12,51,friday,1,morning,6 - 11:59,,23.755,89.65,rajbari sadar,rajbari,dhaka,17,17,17,113,,56,10,,,winter,bodyfound,9
5517,8,31,thursday,0,morning,6 - 11:59,,23.755,89.65,rajbari sadar,rajbari,dhaka,31,29,26,359,,82,8,,,rainy,bodyfound,9
5518,1,4,wednesday,0,morning,6 - 11:59,,23.2083,90.0333,rajoir,madaripur,dhaka,31,27,21,113,,46,10,,,winter,bodyfound,9
5519,1,4,friday,1,morning,6 - 11:59,,23.105,90.875,ramganj,lakshmipur,chattogram,29,24,17,113,,55,10,,,winter,bodyfound,9
5520,10,41,friday,1,evening,18 - 19:59,,21.429087,92.089241,ramu,coxsbazar,chattogram,28,26,24,359,,88,8,,,rainy,bodyfound,9
5521,10,43,friday,1,morning,6 - 11:59,,22.65,92.1833,rangamati sadar,rangamati,chattogram,34,29,22,113,,74,10,,,rainy,bodyfound,9
5522,1,3,thursday,0,morning,6 - 11:59,,22.65,92.1833,rangamati sadar,rangamati,chattogram,31,23,13,113,,61,10,,,winter,bodyfound,9
5523,6,22,saturday,1,noon,12 - 15:59,,22.65,92.1833,rangamati sadar,rangamati,chattogram,37,33,25,353,,71,9,,,rainy,bodyfound,9
5524,6,22,saturday,1,noon,12 - 15:59,,22.65,92.1833,rangamati sadar,rangamati,chattogram,37,33,25,353,,71,9,,,rainy,bodyfound,9
5525,6,22,saturday,1,noon,12 - 15:59,,22.65,92.1833,rangamati sadar,rangamati,chattogram,37,33,25,353,,71,9,,,rainy,bodyfound,9
5526,6,22,saturday,1,noon,12 - 15:59,,22.65,92.1833,rangamati sadar,rangamati,chattogram,37,33,25,353,,71,9,,,rainy,bodyfound,9
5527,1,1,monday,0,morning,6 - 11:59,,25.7583,89.2333,rangpur sadar,rangpur,rangpur,29,23,17,113,,49,10,,,winter,bodyfound,9
5528,12,49,wednesday,0,night,20 - 5:59,,25.7583,89.2333,rangpur sadar,rangpur,rangpur,31,25,19,113,,55,10,,,winter,bodyfound,9
5529,3,11,tuesday,0,morning,6 - 11:59,,25.7583,89.2333,rangpur sadar,rangpur,rangpur,34,29,21,113,,34,10,,,hot,bodyfound,9
5530,9,37,saturday,1,morning,6 - 11:59,,25.7583,89.2333,rangpur sadar,rangpur,rangpur,33,30,26,359,,83,6,,,rainy,bodyfound,9
5531,1,1,wednesday,0,morning,6 - 11:59,,25.7583,89.2333,rangpur sadar,rangpur,rangpur,28,23,17,113,,53,10,,,winter,bodyfound,9
5532,7,29,tuesday,0,noon,12 - 15:59,,25.7583,89.2333,rangpur sadar,rangpur,rangpur,35,32,28,386,,69,10,,,rainy,bodyfound,9
5533,10,41,sunday,0,morning,6 - 11:59,,25.7583,89.2333,rangpur sadar,rangpur,rangpur,35,30,23,113,,76,10,,,rainy,bodyfound,9
5534,11,44,thursday,0,night,20 - 5:59,,25.7583,89.2333,rangpur sadar,rangpur,rangpur,32,28,22,113,,65,10,,,winter,bodyfound,9
5535,7,29,thursday,0,morning,6 - 11:59,,25.7583,89.2333,rangpur sadar,rangpur,rangpur,39,35,30,113,,58,10,,,rainy,bodyfound,9
5536,5,21,sunday,0,afternoon,16 - 17:59,,25.88833,88.25167,ranisankail,thakurgaon,rangpur,34,31,27,356,,77,8,,,hot,bodyfound,9
5537,9,37,tuesday,0,morning,6 - 11:59,,25.88833,88.25167,ranisankail,thakurgaon,rangpur,33,30,26,353,,77,10,,,rainy,bodyfound,9
5538,12,1,monday,0,night,20 - 5:59,,25.88833,88.25167,ranisankail,thakurgaon,rangpur,25,20,12,113,,44,10,,,winter,bodyfound,9
5539,7,28,sunday,0,morning,6 - 11:59,,25.88833,88.25167,ranisankail,thakurgaon,rangpur,36,32,27,386,,75,7,,,rainy,bodyfound,9
5540,9,35,sunday,0,morning,6 - 11:59,,25.88833,88.25167,ranisankail,thakurgaon,rangpur,37,34,28,116,,59,10,,,rainy,bodyfound,9
5541,9,36,monday,0,afternoon,16 - 17:59,,22.04999,92.40998,ruma,bandarban,chattogram,32,30,27,353,,81,9,,,rainy,bodyfound,9
5542,4,15,monday,0,morning,6 - 11:59,,22.04999,92.40998,ruma,bandarban,chattogram,34,31,26,116,,78,10,,,hot,bodyfound,9
5543,9,37,saturday,1,morning,6 - 11:59,,22.04999,92.40998,ruma,bandarban,chattogram,32,30,27,356,,80,9,,,rainy,bodyfound,9
5544,10,40,saturday,1,evening,18 - 19:59,,23.7931,90.5167,rupganj,narayanganj,dhaka,34,31,27,353,,74,10,,,rainy,bodyfound,9
5545,10,41,thursday,0,morning,6 - 11:59,,23.7931,90.5167,rupganj,narayanganj,dhaka,33,30,24,113,,75,10,,,rainy,bodyfound,9
5546,9,36,thursday,0,night,20 - 5:59,,23.7931,90.5167,rupganj,narayanganj,dhaka,33,30,27,386,,79,10,,,rainy,bodyfound,9
5547,4,14,thursday,0,evening,18 - 19:59,,23.7931,90.5167,rupganj,narayanganj,dhaka,37,33,25,116,,56,10,,,hot,bodyfound,9
5548,9,38,wednesday,0,morning,6 - 11:59,,22.8333,89.5833,rupsha,khulna,khulna,36,33,28,116,,62,10,,,rainy,bodyfound,9
5549,11,48,saturday,1,morning,6 - 11:59,,22.8333,89.5833,rupsha,khulna,khulna,30,27,21,113,,62,10,,,winter,bodyfound,9
5550,2,6,sunday,0,morning,6 - 11:59,,22.8333,89.5833,rupsha,khulna,khulna,32,27,20,113,,37,10,,,winter,bodyfound,9
5551,11,46,tuesday,0,morning,6 - 11:59,,22.8333,89.5833,rupsha,khulna,khulna,31,27,22,113,,55,10,,,winter,bodyfound,9
5552,11,48,saturday,1,morning,6 - 11:59,,22.8333,89.5833,rupsha,khulna,khulna,30,27,21,113,,62,10,,,winter,bodyfound,9
5553,10,42,saturday,1,night,20 - 5:59,,23.4764,90.0333,sadarpur,faridpur,dhaka,34,31,26,113,,65,10,,,rainy,bodyfound,9
5554,10,42,saturday,1,night,20 - 5:59,,23.4764,90.0333,sadarpur,faridpur,dhaka,34,31,26,113,,65,10,,,rainy,bodyfound,9
5555,10,42,saturday,1,night,20 - 5:59,,23.4764,90.0333,sadarpur,faridpur,dhaka,34,31,26,113,,65,10,,,rainy,bodyfound,9
5556,10,42,friday,1,morning,6 - 11:59,,25.3833,89.4667,sadullapur,gaibandha,rangpur,32,28,24,113,,71,10,,,rainy,bodyfound,9
5557,1,2,saturday,1,morning,6 - 11:59,,25.3833,89.4667,sadullapur,gaibandha,rangpur,26,22,16,113,,46,10,,,winter,bodyfound,9
5558,1,2,saturday,1,morning,6 - 11:59,,25.3833,89.4667,sadullapur,gaibandha,rangpur,26,22,16,113,,46,10,,,winter,bodyfound,9
5559,8,32,tuesday,0,morning,6 - 11:59,,25.3833,89.4667,sadullapur,gaibandha,rangpur,34,30,27,386,,79,10,,,rainy,bodyfound,9
5560,1,2,saturday,1,morning,6 - 11:59,,25.3833,89.4667,sadullapur,gaibandha,rangpur,26,22,16,113,,46,10,,,winter,bodyfound,9
5561,1,2,saturday,1,morning,6 - 11:59,,25.3833,89.4667,sadullapur,gaibandha,rangpur,26,22,16,113,,46,10,,,winter,bodyfound,9
5562,8,35,wednesday,0,morning,6 - 11:59,,25.1056,89.5861,saghata,gaibandha,rangpur,33,31,27,356,,77,9,,,rainy,bodyfound,9
5563,5,19,sunday,0,morning,6 - 11:59,,24.31667,90.16806,sakhipur,tangail,dhaka,37,34,28,386,,53,10,,,hot,bodyfound,9
5564,5,19,wednesday,0,morning,6 - 11:59,,24.31667,90.16806,sakhipur,tangail,dhaka,43,36,27,116,,57,10,,,hot,bodyfound,9
5565,7,30,monday,0,morning,6 - 11:59,,23.410295,89.80207,saltha,faridpur,dhaka,33,31,27,386,,78,9,,,rainy,bodyfound,9
5566,9,37,monday,0,morning,6 - 11:59,,23.410295,89.80207,saltha,faridpur,dhaka,34,31,27,176,,74,10,,,rainy,bodyfound,9
5567,9,38,tuesday,0,morning,6 - 11:59,,23.410295,89.80207,saltha,faridpur,dhaka,38,34,30,113,,57,10,,,rainy,bodyfound,9
5568,9,39,wednesday,0,morning,6 - 11:59,,24.0583,89.5333,santhia,pabna,rajshahi,33,31,27,359,,71,9,,,rainy,bodyfound,9
5569,7,27,sunday,0,morning,6 - 11:59,,24.0583,89.5333,santhia,pabna,rajshahi,34,31,28,356,,74,10,,,rainy,bodyfound,9
5570,3,12,friday,1,noon,12 - 15:59,,24.0583,89.5333,santhia,pabna,rajshahi,35,31,24,113,,52,10,,,hot,bodyfound,9
5571,3,12,wednesday,0,evening,18 - 19:59,,24.0583,89.5333,santhia,pabna,rajshahi,37,33,27,113,,22,10,,,hot,bodyfound,9
5572,3,12,sunday,0,morning,6 - 11:59,,24.0583,89.5333,santhia,pabna,rajshahi,38,33,25,113,,36,10,,,hot,bodyfound,9
5573,6,24,wednesday,0,morning,6 - 11:59,,25.125,88.58167,sapahar,naogaon,rajshahi,35,33,28,386,,73,9,,,rainy,bodyfound,9
5574,3,11,monday,0,night,20 - 5:59,,24.09247,91.11978,sarail,brahmanbaria,chattogram,36,30,22,113,,40,10,,,hot,bodyfound,9
5575,11,47,wednesday,0,afternoon,16 - 17:59,,22.2917,89.7917,sarankhola,bagerhat,khulna,27,24,19,353,,76,7,,,winter,bodyfound,9
5576,9,36,monday,0,morning,6 - 11:59,,24.7417,89.8333,sarishabari,jamalpur,mymensingh,36,33,28,356,,68,9,,,rainy,bodyfound,9
5577,5,18,saturday,1,morning,6 - 11:59,,24.7417,89.8333,sarishabari,jamalpur,mymensingh,36,32,24,386,,67,10,,,hot,bodyfound,9
5578,11,48,monday,0,morning,6 - 11:59,,24.7417,89.8333,sarishabari,jamalpur,mymensingh,30,27,21,113,,66,10,,,winter,bodyfound,9
5579,1,1,sunday,0,noon,12 - 15:59,,22.7167,89.075,satkhira sadar,satkhira,khulna,27,21,15,113,,41,10,,,winter,bodyfound,9
5580,7,30,wednesday,0,morning,6 - 11:59,,22.7167,89.075,satkhira sadar,satkhira,khulna,34,32,28,353,,72,10,,,rainy,bodyfound,9
5581,11,46,wednesday,0,morning,6 - 11:59,,22.7167,89.075,satkhira sadar,satkhira,khulna,31,26,21,113,,50,10,,,winter,bodyfound,9
5582,1,3,monday,0,morning,6 - 11:59,,22.7167,89.075,satkhira sadar,satkhira,khulna,26,20,15,113,,34,10,,,winter,bodyfound,9
5583,6,24,wednesday,0,afternoon,16 - 17:59,,23.961012,89.998051,saturia,manikganj,dhaka,37,35,30,353,,63,10,,,rainy,bodyfound,9
5584,6,24,wednesday,0,afternoon,16 - 17:59,,23.961012,89.998051,saturia,manikganj,dhaka,37,35,30,353,,63,10,,,rainy,bodyfound,9
5585,7,30,saturday,1,morning,6 - 11:59,,24.17,89.58833,shahjadpur,sirajganj,rajshahi,32,30,27,359,,83,6,,,rainy,bodyfound,9
5586,2,8,tuesday,0,morning,6 - 11:59,,24.17,89.58833,shahjadpur,sirajganj,rajshahi,32,27,20,113,,38,10,,,winter,bodyfound,9
